time, volume fraction, curvature(filtered), pos, neg 
0.0,0.008436805,0.0003333661,0.00033336607,0.0
1.0,0.008393958,0.00034980112,0.00034980112,0.0
2.0,0.008389702,0.0003509808,0.00035098082,0.0
3.0,0.008390111,0.00035119406,0.00035119403,0.0
4.0,0.008391058,0.00035123847,0.00035123844,0.0
5.0,0.008392083,0.00035124665,0.00035124665,0.0
6.0,0.00839315,0.000351245,0.00035124496,0.0
7.0,0.008394257,0.00035124086,0.0003512409,0.0
8.0,0.008395413,0.00035123536,0.00035123536,0.0
9.0,0.008396615,0.00035122983,0.00035122983,0.0
10.0,0.008397868,0.00035122348,0.00035122345,0.0
11.0,0.008399174,0.00035121673,0.0003512167,0.0
12.0,0.008400532,0.00035121018,0.00035121012,0.0
13.0,0.008401946,0.0003512031,0.0003512031,0.0
14.0,0.008403421,0.00035119502,0.000351195,0.0
15.0,0.008404957,0.00035118675,0.0003511867,0.0
16.0,0.008406554,0.00035117907,0.00035117913,0.0
17.0,0.00840822,0.000351171,0.000351171,0.0
18.0,0.008409954,0.00035116344,0.00035116344,0.0
19.0,0.0084117595,0.00035115346,0.00035115352,0.0
20.0,0.008413639,0.00035114517,0.00035114517,0.0
21.0,0.008415598,0.00035113608,0.0003511361,0.0
22.0,0.008417637,0.00035112564,0.00035112558,0.0
23.0,0.008419761,0.0003511155,0.0003511155,0.0
24.0,0.008421972,0.00035110547,0.00035110547,0.0
25.0,0.008424277,0.00035109502,0.00035109502,0.0
26.0,0.008426675,0.00035108387,0.00035108387,0.0
27.0,0.008429173,0.0003510723,0.00035107226,0.0
28.0,0.008431775,0.00035106228,0.0003510623,0.0
29.0,0.008434484,0.00035104956,0.00035104956,0.0
30.0,0.008437304,0.0003510372,0.0003510372,0.0
31.0,0.008440242,0.00035102494,0.00035102494,0.0
32.0,0.0084433,0.00035101213,0.0003510121,0.0
33.0,0.008446487,0.00035099895,0.00035099892,0.0
34.0,0.008449804,0.00035098594,0.00035098597,0.0
35.0,0.008453257,0.00035097296,0.00035097296,0.0
36.0,0.008456854,0.00035095905,0.00035095905,0.0
37.0,0.008460599,0.00035094537,0.00035094543,0.0
