time, volume fraction, curvature(filtered), pos, neg 
0.0,0.03884542,0.00033379518,0.00033379518,0.0
1.0,0.03951075,0.00035926522,0.0003592652,0.0
2.0,0.040273488,0.00036196038,0.00036196035,0.0
3.0,0.041061003,0.00036230517,0.0003623052,0.0
4.0,0.04186382,0.00036050903,0.00036050897,0.0
5.0,0.042680815,0.0003613953,0.0003613953,0.0
6.0,0.043511935,0.0003635028,0.00036350277,0.0
7.0,0.044357255,0.0003624163,0.0003624163,0.0
8.0,0.045216884,0.00036143087,0.0003614309,0.0
9.0,0.04609092,0.00036358714,0.00036358714,0.0
10.0,0.04697945,0.0003642994,0.00036429937,0.0
11.0,0.047882583,0.00036245232,0.0003624523,0.0
12.0,0.048800427,0.00036339008,0.00036339008,-1.8419495e-11
13.0,0.049733054,0.0003654952,0.0003654952,0.0
14.0,0.05068057,0.000364059,0.000364059,0.0
15.0,0.051643074,0.00036357268,0.0003635729,-1.7646057e-10
16.0,0.052620642,0.00036604068,0.00036604193,-1.2368034e-9
17.0,0.05361338,0.00036576652,0.0003657665,0.0
18.0,0.05462138,0.0003642443,0.00036424448,-1.9426502e-10
19.0,0.055644706,0.0003663318,0.00036633376,-1.9410267e-9
20.0,0.056683473,0.00036725122,0.00036725466,-3.444962e-9
21.0,0.05773776,0.00036527784,0.0003652782,-3.6256795e-10
22.0,0.058807638,0.00036668623,0.0003666882,-1.9867694e-9
23.0,0.059893206,0.0003684134,0.0003684217,-8.2775315e-9
24.0,0.060994543,0.00036654822,0.00036655102,-2.7681712e-9
25.0,0.062111724,0.00036714718,0.00036714954,-2.324906e-9
26.0,0.06324485,0.00036942514,0.0003694353,-1.0208526e-8
27.0,0.064393975,0.0003678253,0.00036783455,-9.268576e-9
28.0,0.0655592,0.00036779046,0.00036779486,-4.385331e-9
29.0,0.06674057,0.00037037188,0.00037038373,-1.18098304e-8
30.0,0.06793821,0.00036901573,0.00036904018,-2.4440919e-8
31.0,0.069152154,0.0003686277,0.0003686356,-7.930562e-9
32.0,0.0703825,0.00037125967,0.00037127468,-1.5004808e-8
33.0,0.07162931,0.00037018364,0.00037022165,-3.8062893e-8
34.0,0.072892666,0.00036950663,0.0003695218,-1.5171066e-8
35.0,0.07417263,0.00037225816,0.00037227722,-1.908526e-8
36.0,0.07546928,0.0003711959,0.00037124666,-5.0777874e-8
37.0,0.07678268,0.0003705259,0.00037054965,-2.381473e-8
38.0,0.0781129,0.00037327,0.00037329594,-2.5928758e-8
39.0,0.07946002,0.0003721547,0.00037222015,-6.542125e-8
40.0,0.08082409,0.00037159707,0.00037163484,-3.775054e-8
41.0,0.082205184,0.00037435506,0.0003743914,-3.6365286e-8
42.0,0.08360338,0.00037301314,0.00037309833,-8.516368e-8
43.0,0.08501871,0.0003727675,0.00037282042,-5.2914515e-8
44.0,0.086451285,0.00037546732,0.00037551695,-4.9603386e-8
45.0,0.08790112,0.00037378375,0.00037389394,-1.1019559e-7
46.0,0.08936831,0.00037408134,0.00037415136,-7.005991e-8
47.0,0.0908529,0.0003765197,0.00037658607,-6.640165e-8
48.0,0.09235496,0.00037454432,0.00037468626,-1.4193061e-7
49.0,0.09387454,0.00037550664,0.00037559337,-8.6716724e-8
50.0,0.095411696,0.0003775033,0.00037759112,-8.783961e-8
51.0,0.09696652,0.00037529023,0.00037547533,-1.8510467e-7
52.0,0.098539025,0.0003771108,0.00037721315,-1.0240266e-7
53.0,0.10012929,0.0003782644,0.00037838757,-1.23175e-7
54.0,0.10173736,0.00037621602,0.0003764504,-2.3435128e-7
55.0,0.10336331,0.00037874465,0.00037887288,-1.282177e-7
56.0,0.10500719,0.00037885085,0.00037901773,-1.668362e-7
57.0,0.10666902,0.0003773618,0.00037764298,-2.8118495e-7
58.0,0.108348906,0.0003803492,0.00038050674,-1.5750251e-7
59.0,0.11004686,0.0003792287,0.00037944817,-2.1950444e-7
60.0,0.111762956,0.0003789028,0.00037920586,-3.030739e-7
61.0,0.113497235,0.00038166408,0.00038184534,-1.8130356e-7
62.0,0.11524975,0.00037962492,0.00037993072,-3.058015e-7
63.0,0.117020555,0.00038077615,0.0003810611,-2.8496274e-7
64.0,0.1188097,0.00038253883,0.00038277367,-2.347921e-7
65.0,0.120617226,0.00038029556,0.0003806983,-4.027273e-7
66.0,0.122443184,0.00038279477,0.00038308743,-2.9266081e-7
67.0,0.12428763,0.0003829435,0.00038324887,-3.0540897e-7
68.0,0.1261506,0.00038150142,0.0003820242,-5.2274567e-7
69.0,0.12803213,0.00038462153,0.0003849455,-3.239615e-7
70.0,0.1299323,0.0003830461,0.00038343604,-3.8997146e-7
71.0,0.13185112,0.00038342064,0.00038399917,-5.785432e-7
