time, volume fraction, curvature(filtered), pos, neg 
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0
4.0,2.050061e-5,3.7489112e-6,3.7489112e-6,0.0
5.0,4.1555046e-5,7.4165937e-6,7.4165932e-6,0.0
6.0,4.317705e-5,7.667957e-6,7.667957e-6,0.0
7.0,4.5323228e-5,7.664166e-6,7.664166e-6,0.0
8.0,4.7982732e-5,7.5980442e-6,7.598044e-6,0.0
9.0,5.126219e-5,7.5195508e-6,7.5195508e-6,0.0
10.0,5.527261e-5,7.4551804e-6,7.4551804e-6,0.0
11.0,8.058711e-5,1.1128328e-5,1.1128327e-5,0.0
12.0,8.716055e-5,1.1187295e-5,1.1187297e-5,0.0
13.0,9.50099e-5,1.1115018e-5,1.1115018e-5,0.0
14.0,0.00010425728,1.10723795e-5,1.10723795e-5,0.0
15.0,0.00013531843,1.4545959e-5,1.4545958e-5,0.0
16.0,0.00016883353,1.8517592e-5,1.8517592e-5,0.0
17.0,0.00018482267,1.8576033e-5,1.8576033e-5,0.0
18.0,0.00020323956,1.852441e-5,1.8524412e-5,0.0
19.0,0.00022427361,1.8467776e-5,1.8467776e-5,0.0
20.0,0.00024816158,1.8358149e-5,1.8358147e-5,0.0
21.0,0.00027513353,1.828888e-5,1.8288878e-5,0.0
22.0,0.00030541205,1.8251902e-5,1.8251902e-5,0.0
23.0,0.00035945463,2.174201e-5,2.174201e-5,0.0
24.0,0.0003975398,2.2003123e-5,2.2003123e-5,0.0
25.0,0.00046045185,2.5792218e-5,2.5792218e-5,0.0
26.0,0.0005079222,2.5858488e-5,2.5858486e-5,0.0
27.0,0.00056014856,2.5842031e-5,2.5842035e-5,0.0
28.0,0.00061738456,2.5812184e-5,2.5812184e-5,0.0
29.0,0.0006798943,2.582578e-5,2.582578e-5,0.0
30.0,0.0007479307,2.5802256e-5,2.5802256e-5,0.0
31.0,0.00082173763,2.5794956e-5,2.5794952e-5,0.0
32.0,0.00092214224,2.9620804e-5,2.9620804e-5,0.0
33.0,0.0010089985,2.971011e-5,2.971011e-5,0.0
34.0,0.001102498,2.975432e-5,2.9754321e-5,-1.581887e-12
35.0,0.0012028757,2.9784487e-5,2.9784496e-5,-8.726353e-12
36.0,0.0013103702,2.9844858e-5,2.9844874e-5,-2.0810005e-11
37.0,0.001425209,2.9914268e-5,2.99143e-5,-3.098347e-11
38.0,0.00154761,3.0002075e-5,3.000212e-5,-4.6878612e-11
39.0,0.0016777788,3.0054684e-5,3.005476e-5,-7.8161234e-11
40.0,0.001815909,3.0170913e-5,3.0171046e-5,-1.3252625e-10
41.0,0.0019621851,3.0273313e-5,3.0273522e-5,-2.1123782e-10
42.0,0.0021167805,3.0411316e-5,3.0411638e-5,-3.2251277e-10
43.0,0.0022798555,3.052999e-5,3.053046e-5,-4.678203e-10
44.0,0.0024515623,3.0702202e-5,3.0702857e-5,-6.5692524e-10
