time, volume fraction, curvature(filtered), pos, neg 
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0
12.0,2.0566435e-5,3.7779066e-6,3.7779064e-6,0.0
13.0,2.1378068e-5,3.849092e-6,3.8490925e-6,0.0
14.0,2.240152e-5,3.8355793e-6,3.8355793e-6,0.0
15.0,4.4097163e-5,7.5298985e-6,7.529899e-6,0.0
16.0,4.6420806e-5,7.613185e-6,7.613185e-6,0.0
17.0,4.932319e-5,7.5739035e-6,7.5739026e-6,0.0
18.0,5.2870793e-5,7.5108132e-6,7.5108132e-6,0.0
19.0,5.717386e-5,7.445417e-6,7.445416e-6,0.0
20.0,6.234173e-5,7.3839665e-6,7.3839665e-6,0.0
21.0,8.8848436e-5,1.1027051e-5,1.1027052e-5,0.0
22.0,9.678534e-5,1.1129516e-5,1.1129516e-5,0.0
23.0,0.000106135536,1.1093731e-5,1.1093729e-5,0.0
24.0,0.000116990486,1.1038492e-5,1.1038492e-5,0.0
25.0,0.00012949723,1.0989613e-5,1.0989613e-5,0.0
26.0,0.00014379906,1.0948007e-5,1.0948007e-5,0.0
27.0,0.00016003403,1.0908774e-5,1.0908774e-5,0.0
28.0,0.00019862535,1.45040885e-5,1.45040885e-5,0.0
29.0,0.00024010951,1.8389343e-5,1.8389343e-5,0.0
30.0,0.0002645341,1.8558696e-5,1.8558696e-5,0.0
31.0,0.00029185042,1.8537476e-5,1.8537476e-5,0.0
32.0,0.00032220053,1.8481007e-5,1.848101e-5,0.0
33.0,0.00035579441,1.8442901e-5,1.8442901e-5,0.0
34.0,0.00039283687,1.8417935e-5,1.8417933e-5,0.0
35.0,0.00043352612,1.8361367e-5,1.8361367e-5,0.0
36.0,0.00047805396,1.8351117e-5,1.8351117e-5,0.0
37.0,0.00052660407,1.83632e-5,1.83632e-5,0.0
38.0,0.0005793516,1.8351471e-5,1.8351471e-5,0.0
39.0,0.0006364617,1.8394e-5,1.8394e-5,0.0
40.0,0.00071844197,2.2090255e-5,2.2090255e-5,0.0
41.0,0.00078544416,2.2314733e-5,2.2314733e-5,-3.8668802e-14
42.0,0.00087772374,2.5872012e-5,2.5872012e-5,-8.159796e-13
43.0,0.00095544773,2.6229898e-5,2.62299e-5,-4.6436414e-12
44.0,0.0010593559,3.0071553e-5,3.0071567e-5,-1.33521805e-11
45.0,0.0011696153,3.3866556e-5,3.386658e-5,-2.6210862e-11
46.0,0.0012866199,3.7585152e-5,3.75852e-5,-4.5467213e-11
47.0,0.0013905712,3.7842998e-5,3.7843085e-5,-8.2468574e-11
