time, volume fraction, curvature(filtered), pos, neg 
0.0,0.0,0.0,0.0,0.0
1.0,2.0236792e-5,3.4616432e-6,3.4616432e-6,0.0
2.0,6.128199e-5,1.0886302e-5,1.0886302e-5,0.0
3.0,6.332221e-5,1.14925615e-5,1.14925615e-5,0.0
4.0,6.61921e-5,1.1525442e-5,1.1525442e-5,0.0
5.0,6.975504e-5,1.1450689e-5,1.1450689e-5,0.0
6.0,7.416612e-5,1.1341367e-5,1.1341367e-5,0.0
7.0,7.959213e-5,1.1223706e-5,1.1223706e-5,0.0
8.0,0.00010675866,1.4900696e-5,1.4900696e-5,0.0
9.0,0.000115520954,1.4890551e-5,1.4890551e-5,0.0
10.0,0.00014656426,1.8563114e-5,1.8563114e-5,0.0
11.0,0.00018041315,2.2351143e-5,2.2351143e-5,0.0
12.0,0.00021731415,2.6052483e-5,2.6052483e-5,0.0
13.0,0.00023726159,2.6046633e-5,2.6046633e-5,0.0
14.0,0.00026048644,2.5904694e-5,2.5904694e-5,0.0
15.0,0.00028731313,2.5744526e-5,2.5744526e-5,0.0
16.0,0.00035908527,3.3155527e-5,3.3155524e-5,0.0
17.0,0.0003956991,3.3218865e-5,3.3218865e-5,0.0
18.0,0.00043734495,3.312116e-5,3.3121163e-5,0.0
19.0,0.00048437642,3.3019616e-5,3.301962e-5,0.0
20.0,0.00053719635,3.2926215e-5,3.2926215e-5,0.0
21.0,0.0005961967,3.2829226e-5,3.2829234e-5,0.0
22.0,0.0006617463,3.2768097e-5,3.2768097e-5,0.0
23.0,0.000734203,3.279274e-5,3.279274e-5,0.0
24.0,0.00081390457,3.2780317e-5,3.278032e-5,0.0
25.0,0.0009011714,3.2807002e-5,3.2807002e-5,0.0
26.0,0.0009963062,3.2879383e-5,3.2879383e-5,0.0
27.0,0.0010995893,3.2967244e-5,3.2967244e-5,0.0
28.0,0.0012112868,3.3035132e-5,3.3035132e-5,0.0
29.0,0.0013316448,3.314833e-5,3.314833e-5,0.0
30.0,0.0014608951,3.3291653e-5,3.329165e-5,0.0
31.0,0.0015992518,3.3429747e-5,3.3429747e-5,-1.6578802e-13
32.0,0.0017469163,3.357261e-5,3.357261e-5,-1.9987408e-12
33.0,0.0019243251,3.7286438e-5,3.728644e-5,-9.113068e-12
34.0,0.0020917368,3.7738126e-5,3.7738155e-5,-2.6942332e-11
35.0,0.002289641,4.162562e-5,4.1625677e-5,-5.901876e-11
36.0,0.0024780927,4.1953394e-5,4.1953503e-5,-1.12881336e-10
37.0,0.002677162,4.2124186e-5,4.2124386e-5,-1.9507396e-10
38.0,0.0028870276,4.2278934e-5,4.2279225e-5,-2.933268e-10
39.0,0.003107919,4.2421372e-5,4.242209e-5,-7.2014533e-10
40.0,0.00336032,4.6108784e-5,4.610944e-5,-6.575759e-10
41.0,0.0036045318,4.6540223e-5,4.654115e-5,-9.24592e-10
42.0,0.0038607104,4.6723933e-5,4.6725214e-5,-1.2790301e-9
43.0,0.004128978,4.6879035e-5,4.688071e-5,-1.6805153e-9
44.0,0.0044095707,4.703211e-5,4.703429e-5,-2.1863977e-9
45.0,0.004702725,4.7165497e-5,4.716842e-5,-2.9244196e-9
46.0,0.0050086654,4.7368943e-5,4.737246e-5,-3.5222463e-9
47.0,0.005327605,4.756105e-5,4.7565456e-5,-4.4085464e-9
48.0,0.0056597483,4.774175e-5,4.7747235e-5,-5.481852e-9
49.0,0.006005292,4.799299e-5,4.79997e-5,-6.7083286e-9
50.0,0.006364417,4.819839e-5,4.82065e-5,-8.112019e-9
51.0,0.0067373,4.8459766e-5,4.846939e-5,-9.621418e-9
52.0,0.0071241017,4.868297e-5,4.8694368e-5,-1.1396238e-8
53.0,0.0075249784,4.8950373e-5,4.8963808e-5,-1.343224e-8
54.0,0.007960382,5.285211e-5,5.286793e-5,-1.5824076e-8
55.0,0.008390501,5.3281987e-5,5.330063e-5,-1.86471e-8
56.0,0.008835356,5.3576066e-5,5.3597963e-5,-2.190232e-8
57.0,0.009315326,5.7483194e-5,5.75088e-5,-2.560306e-8
58.0,0.009790645,5.794016e-5,5.7969726e-5,-2.9571039e-8
59.0,0.010281374,5.8195863e-5,5.822965e-5,-3.3783618e-8
