time, volume fraction, curvature(filtered), pos, neg 
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0
18.0,7.182277e-5,1.09133725e-5,1.09133725e-5,0.0
19.0,0.00010285563,1.0791935e-5,1.0791935e-5,0.0
20.0,0.00014504463,1.0813583e-5,1.0813583e-5,0.0
21.0,0.00019858843,1.1005135e-5,1.1005135e-5,0.0
22.0,0.00026404893,1.1184226e-5,1.1184226e-5,0.0
23.0,0.0003419057,1.138394e-5,1.138394e-5,0.0
24.0,0.0004325443,1.1620777e-5,1.1620779e-5,-2.8911452e-12
25.0,0.0005362764,1.1884323e-5,1.18843345e-5,-1.2691911e-11
26.0,0.000653358,1.2162902e-5,1.2162984e-5,-8.164967e-11
27.0,0.00078399887,1.2450339e-5,1.2450619e-5,-2.808199e-10
28.0,0.0009283782,1.2744627e-5,1.2745268e-5,-6.404136e-10
29.0,0.001086645,1.3046023e-5,1.3047223e-5,-1.1982346e-9
30.0,0.0012589304,1.3355436e-5,1.3357413e-5,-1.9789286e-9
31.0,0.0014453457,1.3673261e-5,1.3676279e-5,-3.019528e-9
32.0,0.0016459906,1.3997414e-5,1.4001527e-5,-4.11398e-9
33.0,0.001860962,1.4322583e-5,1.4328358e-5,-5.77372e-9
34.0,0.0020903829,1.6684387e-5,1.669088e-5,-6.4928356e-9
35.0,0.0023343305,2.0383113e-5,2.039235e-5,-9.2360315e-9
36.0,0.0025927806,1.815962e-5,1.8171368e-5,-1.174638e-8
37.0,0.0028914667,2.1386093e-5,2.1401605e-5,-1.5512123e-8
38.0,0.0031902208,2.1288033e-5,2.1307864e-5,-1.9831164e-8
39.0,0.003507331,2.1389427e-5,2.141383e-5,-2.4405395e-8
40.0,0.003842977,2.1613367e-5,2.1641776e-5,-2.8408044e-8
41.0,0.0041973824,2.189466e-5,2.192774e-5,-3.3079278e-8
42.0,0.0045707365,2.2189768e-5,2.2225882e-5,-3.6118067e-8
43.0,0.0049631954,2.2481108e-5,2.2520713e-5,-3.9604867e-8
44.0,0.0053748884,2.2785931e-5,2.2831724e-5,-4.579542e-8
45.0,0.0058059227,2.3136772e-5,2.3190927e-5,-5.4152693e-8
46.0,0.0062785805,2.7142356e-5,2.7204884e-5,-6.2529054e-8
47.0,0.006758075,2.7548205e-5,2.7617805e-5,-6.959874e-8
